Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount($),Stage,Funding_Year,Year_of_existence,Actual_date,Year
Royal Sundaram General Insurance Co. Limited,2017-01-01,Kalpakkam,Financial Services,"Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",Undisclosed,Undisclosed,210000000.0,Series_D and Beyond,2018-01-01,365 days,2018-01-01,2018
CleanseCar,2017-01-01,Bengaluru,Manufacturing,CleanseCar is a company provides Washing and Repair Services.,Undisclosed,Undisclosed,420067.2107537206,Seed,2018-01-01,365 days,2018-01-01,2018
DRIVEU,2017-01-01,Bengaluru,Transportation & Logistics,DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,Undisclosed,Undisclosed,840134.4215074412,Series_A,2018-01-01,365 days,2018-01-01,2018
Spinny,2017-01-01,Gurugram,IT & Technology,Used cars marketplace in India. Ushering new era of transparency and convenience.,Undisclosed,Undisclosed,11000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
Asset Reconstruction Company (India) Ltd.,2017-01-01,Mumbai,Business Services,Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,Undisclosed,Undisclosed,1200192.0307249161,IPO,2018-01-01,365 days,2018-01-01,2018
Med365 Healthcare,2017-01-01,Jaipur,Healthcare & Life sciences,"Wellness, Specialised Testing, Healthcare at Home",Undisclosed,Undisclosed,600096.0153624581,Seed,2018-01-01,365 days,2018-01-01,2018
Dunzo,2017-01-01,Bengaluru,IT & Technology,Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,Undisclosed,Undisclosed,840134.4215074412,IPO,2018-01-01,365 days,2018-01-01,2018
Mobile Premier League (MPL),2017-01-01,Bengaluru,Media & Entertainment,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,Undisclosed,Undisclosed,5000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
WalMart India,2017-01-01,Gurugram,Retail,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",Undisclosed,Undisclosed,37680000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
Cred,2017-01-01,Bengaluru,Financial Services,Cred is a platform to celebrate and reward the most creditworthy people of India.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Meesho,2017-01-01,Bengaluru,IT & Technology,"Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",Undisclosed,Undisclosed,50000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
BhaskarGuru,2017-01-01,Bhopal,IT & Technology,Bhaskarguru.com is your local search Engine,Undisclosed,Undisclosed,1000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Gugu,2017-01-01,Coimbatore,Manufacturing,Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,Undisclosed,Undisclosed,250000.0,Seed,2018-01-01,365 days,2018-01-01,2018
FarmTaaza,2017-01-01,Bengaluru,Agriculture,Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,Undisclosed,Undisclosed,1200192.0307249161,Series_A,2018-01-01,365 days,2018-01-01,2018
Vizzbee,2017-01-01,Bhopal,IT & Technology,Autonomous Drone Solutions for last mile delivery as well as search and rescue,Undisclosed,Undisclosed,20000.0,Pre_seed,2018-01-01,365 days,2018-01-01,2018
BIGPHI TECHNOLOGIES PVT. LTD.,2017-01-01,Bengaluru,Consumer Goods,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,Undisclosed,Undisclosed,900000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Mobycy,2017-01-01,Gurugram,IT & Technology,India's 1st Dockless Bicycle Sharing App,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Traveo Soft Pvt. Ltd.,2017-01-01,Bengaluru,IT & Technology,AI based Business Travel & Expense management,Undisclosed,Undisclosed,14402.304368698993,Seed,2018-01-01,365 days,2018-01-01,2018
Em Personal Care,2017-01-01,Worli,Consumer Goods,Em Personal Care is a Cosmetic products manufacturing Company.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Lucideus,2017-01-01,New Delhi,IT & Technology,"Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",Undisclosed,Undisclosed,5000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
Eupheus Learning,2017-01-01,Delhi,Education,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
GamingMonk,2017-01-01,New Delhi,Media & Entertainment,"GamingMonk is an eSports gaming company based out of New Delhi, India.",Undisclosed,Undisclosed,480076.81228996644,Series_A,2018-01-01,365 days,2018-01-01,2018
Sukkhi Jewellery,2017-01-01,Mumbai,Consumer Goods,Sukkhi Jewellery is a Contemporary fashion jewellery brand.,Undisclosed,Undisclosed,6120979.356697072,Series_A,2018-01-01,365 days,2018-01-01,2018
INDwealth,2017-01-01,Gurugram,IT & Technology,INDwealth is an Artificial Intelligence (AI) powered wealth management company,Undisclosed,Undisclosed,26404224.675948154,Seed,2018-01-01,365 days,2018-01-01,2018
Medikabazaar,2017-01-01,Mumbai,Business Services,India's largest medical and surgical supplies marketplace,Undisclosed,Undisclosed,5000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
NIRA,2017-01-01,Bengaluru,Financial Services,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",Undisclosed,Undisclosed,1000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Duroflex Pvt. Ltd.,2017-01-01,Alleppey,Consumer Goods,Duroflex Pvt. Ltd. operates as a dominant mattress player.,Undisclosed,Undisclosed,22000000.0,Pre_seed,2018-01-01,365 days,2018-01-01,2018
Clensta,2017-01-01,New Delhi,Healthcare & Life sciences,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Jetbrain Robotics,2017-01-01,Gurugram,Manufacturing,"Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",Undisclosed,Undisclosed,70000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Medimetry,2017-01-01,Haryana,Healthcare & Life sciences,"MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Healthkart,2017-01-01,Gurugram,Healthcare & Life sciences,"The one stop shop for health, fitness & beauty.",Undisclosed,Undisclosed,10000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
Indiabulls Ventures,2017-01-01,Mumbai,Financial Services,Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,Undisclosed,Undisclosed,184733557.36917907,IPO,2018-01-01,365 days,2018-01-01,2018
Vistara,2017-01-01,Haryana,Transportation & Logistics,Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),Undisclosed,Undisclosed,240038406.1449832,Pre_seed,2018-01-01,365 days,2018-01-01,2018
ClearTax,2017-01-01,New Delhi,IT & Technology,ClearTax India helps individuals prepare and e-file their Income Tax Return online.,Undisclosed,Undisclosed,48007681.22899664,Series_B,2018-01-01,365 days,2018-01-01,2018
Shuttl,2017-01-01,Gurugram,IT & Technology,"Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",Undisclosed,Undisclosed,1000000.0,IPO,2018-01-01,365 days,2018-01-01,2018
GuruQ,2017-01-01,New Delhi,IT & Technology,A one of its kind digital integrated platform connecting tutors and students.,Undisclosed,Undisclosed,300048.00768122904,Seed,2018-01-01,365 days,2018-01-01,2018
Azure Power,2017-01-01,New Delhi,Energy,"Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",Undisclosed,Undisclosed,185000000.0,IPO,2018-01-01,365 days,2018-01-01,2018
Cube,2017-01-01,Mumbai,Financial Services,Cube is consumer banking focused fintech company.,Undisclosed,Undisclosed,1680268.8430148824,Series_A,2018-01-01,365 days,2018-01-01,2018
RAHI Care,2017-01-01,Chandigarh,Healthcare & Life sciences,RAHI Care is a Health Care company.,Undisclosed,Undisclosed,1200192.0307249161,Series_A,2018-01-01,365 days,2018-01-01,2018
Mynvax,2017-01-01,Bengaluru,Healthcare & Life sciences,Mynvax is a biotech Company.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Loans4SME,2017-01-01,Mumbai,IT & Technology,Loans4SME is an alternative lending platform.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
UpCyclersLab,2017-01-01,Mumbai,IT & Technology,UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Cellerite Systems,2017-01-01,Hyderabad,Manufacturing,Cellerite Systems is a charging solutions provider for electric vehicles.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Taru Naturals,2017-01-01,Mumbai,Agriculture,Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
LetsMD,2017-01-01,New Delhi,Healthcare & Life sciences,LetsMD.com is a marketplace for elective surgeries,Undisclosed,Undisclosed,1000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Twenty Two Motors,2017-01-01,Haryana,Manufacturing,Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,Undisclosed,Undisclosed,65000000.0,Series_D and Beyond,2018-01-01,365 days,2018-01-01,2018
Truebil,2017-01-01,Mumbai,Business Services,"Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",Undisclosed,Undisclosed,2000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
FarmersFZ,2017-01-01,Kochi,Agriculture,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Worxogo,2017-01-01,Bengaluru,IT & Technology,worxogo’s is a pioneering persuasive technology products align employee behaviours .,Undisclosed,Undisclosed,1980316.8506961116,Series_A,2018-01-01,365 days,2018-01-01,2018
Vivish Technologies (myGate),2017-01-01,Bengaluru,IT & Technology,India's leading mobile based security management solution .,Undisclosed,Undisclosed,7801248.199711954,Series_A,2018-01-01,365 days,2018-01-01,2018
Singularity Dynamics,2017-01-01,Bengaluru,IT & Technology,Singularity Dynamics is a Chip-design testing startup.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Virtual MetalStreet(MetalStreet),2017-01-01,Bengaluru,Business Services,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,Undisclosed,Undisclosed,700000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Veritas Finance,2017-01-01,Guindy,IT & Technology,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,Undisclosed,Undisclosed,30000000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
Manjushree Technopack,2017-01-01,Bengaluru,Business Services,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,Undisclosed,Undisclosed,1200192.0307249161,Pre_seed,2018-01-01,365 days,2018-01-01,2018
GoZefo,2017-01-01,Bengaluru,IT & Technology,Startup working on a white space in the eCommerce industry.,Undisclosed,Undisclosed,2520403.264522324,Series_A,2018-01-01,365 days,2018-01-01,2018
Zomato,2017-01-01,Gurugram,IT & Technology,Zomato is a search app offering detailed information for restaurants as well as online food delivery.,Undisclosed,Undisclosed,210000000.0,IPO,2018-01-01,365 days,2018-01-01,2018
Innov8 Coworking,2017-01-01,New Delhi,Business Services,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,Undisclosed,Undisclosed,4000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
RevFin,2017-01-01,Delhi,Financial Services,RevFin is a digital lending company.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
Lavelle Networks,2017-01-01,Bengaluru,IT & Technology,Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,Undisclosed,Undisclosed,240038.40614498322,Series_A,2018-01-01,365 days,2018-01-01,2018
Blackbuck,2017-01-01,Bengaluru,IT & Technology,Blackbuck is a logistics startup based in India.,Undisclosed,Undisclosed,24359097.455592897,Seed,2018-01-01,365 days,2018-01-01,2018
Cardekho,2017-01-01,Gurugram,Manufacturing,Cardekho is a car search venture that helps users buy cars that are right for them.,Undisclosed,Undisclosed,75000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
ElasticRun,2017-01-01,Pune,Transportation & Logistics,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,Undisclosed,Undisclosed,7201152.184349497,Series_B,2018-01-01,365 days,2018-01-01,2018
Droom Technology Private Limited,2017-01-01,Gurugram,Business Services,Droom is a marketplace for automobiles and automobile services.,Undisclosed,Undisclosed,30000000.0,Series_D and Beyond,2018-01-01,365 days,2018-01-01,2018
Vogo Rentals,2017-01-01,Kormangala,Transportation & Logistics,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,Undisclosed,Undisclosed,960153.6245799329,IPO,2018-01-01,365 days,2018-01-01,2018
InnerChef,2017-01-01,Gurugram,IT & Technology,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,Undisclosed,Undisclosed,1760000.0,Series_A,2018-01-01,365 days,2018-01-01,2018
LivQuik,2017-01-01,Mumbai,IT & Technology,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,Undisclosed,Undisclosed,2700000.0,Series_D and Beyond,2018-01-01,365 days,2018-01-01,2018
Disprz,2017-01-01,Chennai,Education,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",Undisclosed,Undisclosed,400000.0,IPO,2018-01-01,365 days,2018-01-01,2018
9stacks,2017-01-01,Delhi,IT & Technology,Online gaming startup.,Undisclosed,Undisclosed,3360537.686029765,Series_A,2018-01-01,365 days,2018-01-01,2018
Origo,2017-01-01,Gurugram,Manufacturing,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",Undisclosed,Undisclosed,9601536.24579933,Series_A,2018-01-01,365 days,2018-01-01,2018
YourOwnROOM,2017-01-01,Bengaluru,IT & Technology,"Good quality, strategically located homes closer to work for millennials",Undisclosed,Undisclosed,750000.0,Seed,2018-01-01,365 days,2018-01-01,2018
Vahdam Teas,2017-01-01,New Delhi,Consumer Goods,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,Undisclosed,Undisclosed,2500000.0,Series_B,2018-01-01,365 days,2018-01-01,2018
Spoofin,2017-01-01,New Delhi,Media & Entertainment,A social networking app that lets you create and view Spoofs of your favourite videos.,Undisclosed,Undisclosed,1200192.0307249161,Series_A,2018-01-01,365 days,2018-01-01,2018
Strom Motors,2017-01-01,Mumbai,Manufacturing,Strom Motors is a smart urban mobility Company.,Undisclosed,Undisclosed,1200192.0307249161,Seed,2018-01-01,365 days,2018-01-01,2018
PharmEasy,2017-01-01,Mumbai,Healthcare & Life sciences,PharmEasy - Indias largest healthcare delivery platform,Undisclosed,Undisclosed,80000000.0,Seed,2018-01-01,365 days,2018-01-01,2018
